Id_bien;No_voie;BTQ;Type _voie;Voie;Total_ pieces ;Surface_local;Surface Carrez;Type_local;Id_codedep_codecommune
29785;2694;;RTE;DE STRASBOURG;2;34;34,55;Appartement;69_286
29786;16;;RUE;SGT BLANDAN;2;75;70;Appartement;69_381
29787;4;;RUE;ROYALE;4;100;98,7;Appartement;69_381
29788;29;;RUE;DE LA CHARITE;3;106;91,21;Appartement;69_382
29789;29;;RUE;DE LA CHARITE;3;106;92;Appartement;69_382
29790;19;;RUE;DANTON;1;23;22,25;Appartement;69_383
29791;118;;BD;YVES FARGE;3;60;59,51;Appartement;69_387
29792;217;;RUE;MARCEL MERIEUX;2;66;64,11;Appartement;69_387
29793;7;;RUE;DE LA CHAPELLE;1;32;31,87;Appartement;69_389
29794;64;;RUE;CLAUDE ROBERJOT;2;44;44,75;Appartement;71_270
29795;164;;RUE;DES MAILLETS;4;66;65,2;Appartement;72_181
29796;166;;RUE;DES MAILLETS;5;80;78,59;Appartement;72_181
29797;140;;RUE;DES MAILLETS;4;83;80,7;Appartement;72_181
29798;124;;RUE;CHANZY;1;29;28,17;Appartement;72_181
29799;40;;RUE;BOB WOLLEK;2;41;44,11;Appartement;72_181
29800;36;;AV;DE LA MAVERIA;2;68;56,89;Appartement;74_010
29801;9;;CHE;DE LA CROIX ROUGE;5;170;223,26;Appartement;74_010
29802;6;;RUE;DE LA LOUVATIERE;3;67;67,28;Appartement;74_010
29803;5;;AV;DES HARMONIES;3;69;69,32;Appartement;74_010
29804;3572;;RTE;NATIONALE;2;71;70,81;Appartement;74_173
29805;1801;;RTE;DE TAGUE;4;49;46,71;Maison;74_236
29806;13;;PL;DE LA REPUBLIQUE;2;68;68,02;Appartement;75_103
29807;6;;RUE;DU FOIN;3;31;32,45;Appartement;75_103
29808;44;;RUE;DES ROSIERS;2;24;27,27;Appartement;75_104
29809;22;;QUAI;DE BETHUNE;2;40;40,26;Appartement;75_104
29810;73;;AV;FRANKLIN D ROOSEVELT;4;144;145,35;Appartement;75_108
29811;4;;RUE;DE DOUAI;2;35;36,6;Appartement;75_109
29812;46;;RUE;SAINT GEORGES;1;17;16,78;Appartement;75_109
29813;50;;RUE;CONDORCET;3;58;52,24;Appartement;75_109
29814;29;;RUE;DE PARADIS;1;18;18,55;Appartement;75_110
29815;40;;RUE;LUCIEN SAMPAIX;3;70;69,55;Appartement;75_110
29816;26;;RUE;YVES TOUDIC;2;46;56,8;Appartement;75_110
29817;12;;RUE;YVES TOUDIC;4;78;96,29;Appartement;75_110
29818;4;;RUE;DU MARCHE POPINCOURT;2;32;34,04;Appartement;75_111
29819;75;;BD;DE MENILMONTANT;2;42;44,06;Appartement;75_111
29820;17;;AV;PARMENTIER;1;13;12,85;Appartement;75_111
29821;14;;CITE;POPINCOURT;1;14;20,44;Appartement;75_111
29822;3;;RUE;DU CHEMIN VERT;2;48;48,18;Appartement;75_111
29823;65;;RUE;SEDAINE;1;19;19,04;Appartement;75_111
29824;24;;RUE;DE BELFORT;2;35;37,47;Appartement;75_111
29825;21;;RUE;DE LA FORGE ROYALE;3;32;31,58;Appartement;75_111
29826;56;;RUE;CLAUDE DECAEN;1;17;37,71;Appartement;75_112
29827;30;;RUE;LAMBLARDIE;4;82;82,17;Appartement;75_112
29828;11;;AV;DU BEL AIR;3;54;54,66;Appartement;75_112
29829;5;;RUE;SAINT NICOLAS;1;30;19,01;Appartement;75_112
29830;20;;RUE;D ALIGRE;4;82;82,7;Appartement;75_112
29831;66;;RUE;CASTAGNARY;1;23;22,41;Appartement;75_115
29832;9;B;RUE;QUINAULT;3;52;53,07;Appartement;75_115
29833;12;;RUE;EDMOND ROGER;3;63;64,41;Appartement;75_115
29834;106;;RUE;DU THEATRE;3;37;35,07;Appartement;75_115
29835;81;;RUE;MICHEL ANGE;1;22;22,57;Appartement;75_116
29836;2;;RUE;DE CIVRY;3;86;70,8;Appartement;75_116
29837;83;;RUE;DE L ASSOMPTION;2;54;54,52;Appartement;75_116
29838;8;;RUE;DES PATURES;2;50;52,61;Appartement;75_116
29839;13;;RUE;BOIS LE VENT;3;90;164,75;Appartement;75_116
29840;1;;PL;DE L ALMA;2;106;125,46;Appartement;75_116
29841;8;;RUE;ROGER BACON;2;37;34,42;Appartement;75_117
29842;65;;RUE;DE TOCQUEVILLE;4;72;110,24;Appartement;75_117
29843;95;;RUE;NOLLET;2;30;22,05;Appartement;75_117
29844;36;;RUE;BERZELIUS;1;25;20,79;Appartement;75_117
29845;60;;BD;DE CLICHY;5;109;93,26;Appartement;75_118
29846;3;;RUE;VERON;1;20;16,76;Appartement;75_118
29847;10;;RUE;DU POTEAU;2;44;45,65;Appartement;75_118
29848;14;;RUE;DES CLOYS;3;47;54,23;Appartement;75_118
29849;7;;RUE;DES CLOYS;3;63;62,45;Appartement;75_118
29850;53;;RUE;DU MONT CENIS;2;40;38,02;Appartement;75_118
29851;4;;RUE;DE LA CHAPELLE;2;28;28,63;Appartement;75_118
29852;8;;RUE;MATHIS;2;42;39,94;Appartement;75_119
29853;6;;AV;DE FLANDRE;3;52;43,53;Appartement;75_119
29854;88;;QUAI;DE LA LOIRE;1;24;20,11;Appartement;75_119
29855;73;;RUE;PETIT;2;53;53,31;Appartement;75_119
29856;2;;VLA;DU PARC;1;8;7,95;Appartement;75_119
29857;66;;AV;SIMON BOLIVAR;1;24;23,8;Appartement;75_119
29858;30;;AV;MATHURIN MOREAU;2;34;36,7;Appartement;75_119
29859;28;;RUE;PIAT;1;17;16,01;Appartement;75_120
29860;26;;RUE;FREDERICK LEMAITRE;3;60;59,03;Appartement;75_120
29861;103;;RUE;DE MENILMONTANT;2;35;32,6;Appartement;75_120
29862;57;;RUE;ETIENNE MAREY;3;65;66;Appartement;75_120
29863;17;;RUE;ALPHONSE PENAUD;1;14;14,72;Appartement;75_120
29864;22;;RUE;BELGRAND;3;38;39,61;Appartement;75_120
29865;21;;RUE;MALTE BRUN;2;32;30,31;Appartement;75_120
29866;41;;RUE;STENDHAL;1;9;9,8;Appartement;75_120
29867;48;;RUE;DE LA REUNION;1;19;18,66;Appartement;75_120
29868;61;;AV;JEAN JAURES;4;78;78,4;Appartement;76_681
29869;2;;RUE;ARISTIDE MAILLOL;3;63;63,32;Appartement;77_058
29870;2;;AV;HAROUN TAZIEFF;3;60;60,95;Appartement;77_058
29871;24;;RUE;DE LA PAIX;3;58;58,2;Appartement;77_108
29872;3;;RUE;JONAS;3;51;51,37;Appartement;77_108
29873;7;;RUE;AMAN JEAN;1;50;28,26;Appartement;77_114
29874;13;;RUE;JEAN RENOIR;5;87;83,47;Maison;77_114
29875;2;;RUE;DU GENERAL LECLERC;3;82;83,07;Appartement;77_118
29876;25;;RUE;DE MEAUX;2;45;44,56;Appartement;77_153
29877;5;;RUE;DU BOIS DU BRAY;2;39;39,04;Appartement;77_251
29878;30;;RUE;DE LA GRANDE ILE;2;53;54,84;Appartement;77_284
29879;4;;RUE;DES COQUELICOTS;4;79;78,94;Appartement;77_390
29880;62;;RUE;DU MONT BLANC;6;107;105,65;Maison;77_445
29881;188;B;RUE;DE CLAYE;2;45;45,1;Appartement;77_464
29882;14;;RUE;JULES FERRY;2;45;44,95;Appartement;77_479
29883;1;;RUE;JEAN ANOUILH;4;82;81,91;Appartement;78_124
29884;26;;RUE;DE CERGY;4;56;75,67;Maison;78_172
29885;1;;SQ;DES ECOUVILLIERS;5;83;74,17;Appartement;78_172
29886;19;B;RUE;D ANDRESY;3;70;67,55;Appartement;78_172
29887;4;B;RUE;DES GABILLONS;1;32;27,29;Appartement;78_190
29888;1;;ALL;DE LA MEUSE;4;87;87,62;Appartement;78_383
29889;19;;RUE;GAMBETTA;1;23;23,1;Appartement;78_401
29890;12;;RUE;DU PONT SAINT COME;2;43;41,14;Appartement;78_401
29891;14;;RUE;LAMARTINE;2;72;74,93;Maison;78_423
29892;1;;RUE;DU CHANOINE ZELLER;2;45;30,85;Appartement;78_455
29893;230;;RUE;DE LA VERTE SALLE;4;67;64,87;Appartement;78_466
29894;79;;RTE;DE SARTROUVILLE;2;66;65,88;Appartement;78_481
29895;21;;BD;DE LA PAIX;2;43;43,14;Appartement;78_498
29896;78;;RUE;DE POISSY;2;49;48,79;Appartement;78_551
29897;10;;RUE;SAINTE VICTOIRE;2;48;49,28;Appartement;78_646
29898;29;;ALL;DU COTEAU;4;81;137,15;Maison;78_672
29899;270;;CHS;D HOCQUET;2;57;58,2;Appartement;80_001
29900;10;;RUE;DU BATONNIER MAHIU;2;62;62,7;Appartement;80_021
29901;162;;RUE;DE PROVENCE;1;28;26,47;Appartement;83_009
29902;4;;RUE;PETIT FOUR;3;58;59,7;Appartement;83_016
29903;9;;RUE;DU CHATEAU;4;81;80,82;Appartement;83_016
29904;120;;BD;DU FRONT DE MER;3;48;40;Appartement;83_019
29905;330;;AV;DE LA MER;2;34;34,5;Appartement;83_019
29906;5001;F;AV;BEAU RIVAGE;3;61;61,89;Appartement;83_034
29907;11;;AV;DU HUIT MAI;1;36;35,63;Appartement;83_069
29908;400;;RUE;DES CAPUCINES;3;63;63,01;Appartement;83_069
29909;9300;;CHE;DE LA MARINE;4;65;61,94;Appartement;83_123
29910;14;;RUE;D ALSACE;2;35;47,8;Appartement;83_126
29911;65;;RUE;DE LA REPUBLIQUE;3;60;54,75;Appartement;83_130
29912;23;;RUE;DU DOCTEUR BARROIS;4;41;43;Appartement;83_137
29913;12;;RUE;BERTHIER;1;35;33,59;Appartement;83_137
29914;12;;RUE;BERTHIER;3;50;34,92;Appartement;83_137
29915;11;;RUE;ANATOLE FRANCE;1;20;19,59;Appartement;83_137
29916;108;;RUE;COULMIER;4;77;78,91;Appartement;83_137
29917;269;;RUE;EDOUARD HERRIOT;2;27;26,8;Appartement;83_137
29918;26;;MTE;DES CAPUCINS;2;47;45,67;Appartement;84_003
29919;6;;AV;DE LA GARE;1;20;19,98;Appartement;84_007
29920;6;;AV;DE LA GARE;1;20;19,5;Appartement;84_007
29921;8;;RUE;CORDERIE;2;67;68,25;Appartement;84_007
29922;6;;RUE;CLAUDE DEBUSSY;3;68;67,63;Appartement;84_007
29923;58;;PL;DE L EGLISE;2;70;69,81;Appartement;84_043
29924;42;;RUE;DENFERT ROCHEREAU;1;55;50,65;Appartement;84_054
29925;177;;RTE;DE PIOLENC;3;73;73;Maison;84_127
29926;71;;;LE DOMAINE DU PAYRE;4;44;43,19;Maison;85_114
29927;36;;;RUE FERDINAND BUISSON;2;36;36,5;Appartement;85_191
29928;6;;RUE;DES CENDRES;2;48;47,92;Appartement;85_194
29929;9001;;RES;L'OREE DU LAC;2;22;20,7;Appartement;85_288
29930;9000;;RES;LE PARC;2;43;43,33;Appartement;85_288
29931;4;;;VOUILLE DE BELLE HUTTE;1;27;31,33;Appartement;88_075
29932;24;;RUE;MARECHAL LYAUTEY;1;24;21,48;Appartement;88_160
29933;11;;RTE;DE BAZOILLES;3;65;50;Maison;88_270
29934;9001;;RES;BOIS DE L ORME BAT A;4;79;78,6;Appartement;88_413
29935;18;;BD;ABEL CORNATON;3;61;61,57;Appartement;91_021
29936;2;;RUE;DE L'EPINETTE;3;57;57,37;Appartement;91_027
29937;40;;RUE;DAGOBERT;5;109;86,53;Maison;91_027
29938;55;;AV;GALLIENI;4;62;62,09;Appartement;91_114
29939;3;;;RES FONT JONC RUE MARAIS;3;73;73,55;Appartement;91_161
29940;2;;PL;VAILLANT COUTURIER;4;94;91,5;Appartement;91_174
29941;2;;RUE;THIROUX D ARCONVILLE;3;68;69,62;Appartement;91_191
29942;26;;RUE;DE VINTUE;2;48;45,39;Appartement;91_226
29943;305;;QUAI;AUX FLEURS;3;65;65;Appartement;91_228
29944;16;;RUE;DE VAUX;4;109;97,91;Maison;91_249
29945;1;;IMP;DES FRAISIERS;4;102;98,02;Maison;91_275
29946;6;;RUE;DES BRULIS;1;28;29,11;Appartement;91_312
29947;20;;RUE;GEORGES CLEMENCEAU;1;38;39,29;Appartement;91_333
29948;28;;ALL;ALBERT THOMAS;2;51;52,95;Appartement;91_377
29949;26;;RUE;DE CHARTRES;1;25;26;Appartement;91_471
29950;2;;RUE;VEUVE LAPREE;2;33;32,02;Appartement;91_477
29951;22;;RUE;MERE MARIE PIA;2;66;69,19;Appartement;91_514
29952;39;B;RUE;ARTHUR RIMBAUD;2;38;38,19;Appartement;91_534
29953;2;;RUE;MAX LINDER;3;64;64,2;Appartement;91_549
29954;22;;RUE;DU VIEUX MARCHE;1;32;32,01;Appartement;91_553
29955;11;;RUE;DU HARAS;2;52;45,65;Appartement;91_570
29956;4;;ALL;DES LAURIERS;5;103;83,05;Maison;91_570
29957;25;;RUE;DES BOULEAUX;4;80;89,16;Appartement;91_661
29958;6;;SQ;D'ANJOU;3;57;57,55;Appartement;91_691
29959;24;;RUE;DUFFAUT;3;59;56,8;Appartement;92_023
29960;11;;RUE;ST CHRISTOPHE;3;62;63,08;Appartement;92_023
29961;2;;RUE;DE L OUEST;2;40;40,88;Appartement;92_023
29962;7;;RUE;LYAUTEY;3;56;56,32;Appartement;92_026
29963;17;;VLA;MARGUERITE;2;37;37,24;Appartement;92_040
29964;110;;RUE;LOUIS ROUQUIER;3;42;42,57;Appartement;92_044
29965;37;;RUE;GALLIENI;2;45;42,36;Appartement;92_046
29966;103;;AV;VERDIER;1;23;23,21;Appartement;92_049
29967;24;;RUE;DE ZILINA;3;64;65,58;Appartement;92_050
29968;59;;BD;DU CHATEAU;4;140;161,02;Appartement;92_051
29969;42;;RUE;PARMENTIER;3;56;54,52;Appartement;92_062
29970;34;;RUE;AUGUSTE BLANCHE;1;32;30,95;Appartement;92_062
29971;71;;RUE;SOPHIE RODRIGUES;2;38;32,73;Maison;92_063
29972;11;;RUE;COLONEL DE ROCHEBRUNE;4;72;71,81;Appartement;92_063
29973;4;;SEN;DE FONTENAY;1;16;17,43;Appartement;92_071
29974;22;;RUE;CLUSERET;2;43;43,52;Appartement;92_073
29975;22;;RUE;ARISTIDE BRIAND;3;140;135,19;Appartement;92_075
29976;19;;CHE;DU HAUT SAINT DENIS;2;41;42;Appartement;93_001
29977;7;;RUE;HENRI BARBUSSE;3;58;57,59;Appartement;93_001
29978;33;;AV;DE LA DIVISION LECLERC;1;17;16,09;Appartement;93_013
29979;9;;RUE;ANDRE GERARDIN;3;58;58,85;Appartement;93_032
29980;8;B;RUE;LEON HUTIN;3;65;58,2;Appartement;93_032
29981;65;;AV;ARISTIDE BRIAND;1;23;23,23;Appartement;93_033
29982;2;;AV;DES VIOLETTES;2;43;42,73;Appartement;93_047
29983;13;;RUE;MICHELET;2;30;34,04;Appartement;93_048
29984;27;;RUE;DESGRANGES;3;38;38,83;Appartement;93_048
29985;69;;RUE;JEAN JAURES;2;47;47,31;Appartement;93_053
29986;14;;PL;CARNOT;1;17;18,02;Appartement;93_064
29987;3;;RUE;D'AURION;2;29;29,02;Appartement;93_064
29988;138;;RUE;GABRIEL PERI;1;41;41,13;Appartement;93_066
29989;165;;AV;DU PDT WILSON;2;42;45,01;Appartement;93_066
29990;9;;RUE;DE L HIPPODROME;3;62;61,28;Appartement;93_070
29991;53;;RUE;VICTOR HUGO;2;36;35,43;Appartement;94_002
29992;41;;AV;VLADIMIR ILLITCH LENINE;2;56;49,54;Appartement;94_003
29993;8;;RUE;DE VERDUN;4;62;60,33;Appartement;94_017
29994;19;B;RUE;NUNGESSER;2;37;38,14;Appartement;94_033
29995;43;;AV;DU GENERAL GALLIENI;3;51;50,93;Appartement;94_042
29996;34;;BD;DU MAL LECLERC;4;62;63,03;Appartement;94_042
29997;34;Q;AV;DE LA SABLIERE;2;59;55,8;Appartement;94_044
29998;147;T;BD;DE STRASBOURG;4;70;72,65;Appartement;94_052
29999;147;T;BD;DE STRASBOURG;3;50;56,08;Appartement;94_052
30000;21;;RUE;DES CLAMARTS;2;35;35,1;Appartement;94_052
30001;14;;BD;GAMBETTA;3;52;52,88;Appartement;94_052
30002;67;;AV;DES CHARMES;5;113;111,77;Maison;94_056
30003;87;;ALL;DES ACACIAS;5;113;118,03;Maison;94_056
30004;3;B;RUE;DE L ORAGE;2;42;40,88;Appartement;94_058
30005;40;;AV;BERTRAND;4;83;111,47;Appartement;94_059
30006;35;B;AV;JEAN KIFFER;1;27;28,56;Appartement;94_059
30007;10;;AV;SAINTE MARIE;2;32;31,34;Appartement;94_067
30008;17;;RUE;DE L ALOUETTE;3;75;64,86;Appartement;94_067
30009;25;;RUE;JULES JOFFRIN;3;68;67,96;Appartement;94_068
30010;28;;RUE;DU FOUR;2;50;48,42;Appartement;94_068
30011;4;;VLA;MARIOTTE;2;45;46,96;Appartement;94_068
30012;9;;RUE;DE PARIS;1;17;18,83;Appartement;94_068
30013;24;;RUE;EDMOND NOCARD;3;56;57,3;Appartement;94_069
30014;49;;AV;RENE PANHARD;2;43;43,83;Appartement;94_073
30015;1;;PL;REMOIVILLE;1;27;28,14;Appartement;94_079
30016;14;;RUE;JOSEPH GAILLARD;3;55;52,28;Appartement;94_080
30017;28;;RUE;GEORGES HUCHON;2;41;32,38;Appartement;94_080
30018;38;;RUE;CLEMENT PERROT;4;68;68,34;Appartement;94_081
30019;7;;RUE;DE RETHONDES;4;76;76,43;Appartement;95_018
30020;24;;RUE;DES ROSES;2;41;43,96;Appartement;95_018
30021;1;;RUE;GUSTAVE CAILLEBOTTE;3;64;63,09;Appartement;95_018
30022;1;;RUE;GUSTAVE CAILLEBOTTE;2;43;43,14;Appartement;95_018
30023;3;;RUE;DE L ORME;4;50;72,51;Appartement;95_052
30024;3;;RUE;SAINT GERVAIS;3;57;50,62;Appartement;95_060
30025;161;;AV;GABRIEL PERI;1;30;24,75;Appartement;95_063
30026;5;;RUE;DE LA TOUR;3;60;61,06;Appartement;95_252
30027;2;;RUE;BONNE RENCONTRE;3;57;56,25;Appartement;95_252
30028;16;;RUE;SAINT NICOLAS;1;21;20,17;Appartement;95_277
30029;37;B;BD;DU GENERAL DE GAULLE;2;24;43,57;Maison;95_280
30030;93;;BD;P VAILLANT COUTURIER;2;27;26,22;Appartement;95_280
30031;18;;RUE;ROLAND GARROS;2;67;64,01;Appartement;95_306
30032;72;;RUE;RENE BENAY;2;42;41,75;Appartement;95_306
30033;6;;AV;DES ECURIES DE CONTI;1;27;34,82;Appartement;95_313
30034;67;T;RUE;DE PONTOISE;3;63;62,55;Appartement;95_313
30035;25;;RUE;DES LEVRIERS;4;75;74,51;Appartement;95_427
30036;77;B;RUE;DES CHESNEAUX;3;65;62,13;Appartement;95_428
30037;12;;RUE;DE LA CORNE;1;30;49,8;Appartement;95_500
30038;5;;ALL;DE LA MUSIQUE;1;78;78,4;Appartement;95_555
30039;2;;RUE;DES CHARMILLES;4;89;88,64;Maison;95_572
30040;15;;RUE;DU MAIL;4;83;83,44;Appartement;95_572
30041;1;;SQ;DU PICCOLO;3;76;68,94;Appartement;95_582
30042;4;;PL;SALVADOR ALLENDE;2;51;57,49;Appartement;95_582
30043;6742;F;RES;LES JARDINS D EMERAUDE;2;37;36,28;Appartement;972_207
30044;13;;CITE;DILLON NORD EST;3;58;46,53;Appartement;972_209
30045;5587;F;RES;IXORA ACAJOU;3;79;129,15;Maison;972_213
30046;5718;F;RES;CAMPUS VICTOR SCHOELCHER;2;35;34,86;Appartement;972_229
30047;10;;RUE;JEAN JAURES;2;49;48,8;Appartement;973_302
30048;1892;;RTE;DE RABAN;4;82;80,25;Appartement;973_302
30049;7149;;RUE;DES EAUX CHAUDES;1;28;28;Appartement;04_094
30050;71;;RUE;VICTOR HUGO;3;67;69,13;Appartement;14_220
30051;17;;RUE;DUMONT D URVILLE;2;36;36,38;Appartement;14_715
30052;125;;BD;D HAUTPOUL;1;22;22,85;Appartement;14_715
30053;63;;AV;DE LA BRIGADE PIRON;3;39;39,41;Appartement;14_754
30054;6412;;CHE;DE BOIS LURETTE;2;31;31,21;Appartement;14_754
30055;27;;;GRANDE RUE D EQUILLEMONT;1;37;36,98;Appartement;28_015
30056;9;;RUE;DE LA PORTE CENDREUSE;2;25;31,32;Appartement;28_085
30057;9;;RUE;JULES HETZEL;3;69;65,58;Appartement;28_085
30058;3;;RUE;DU GENERAL LECLERC;4;64;65,05;Appartement;28_140
30059;59;;RUE;RENE LANGLOIS;5;85;85,76;Maison;28_218
30060;52;;RUE;RENE LANGLOIS;4;75;75,64;Appartement;28_218
30061;13;;AV;DU MARECHAL FOCH;1;16;16,51;Appartement;28_280
30062;3;;AV;FREDERIC MISTRAL;4;95;100,11;Appartement;30_133
30063;2;;AV;PIERRE MENDES FRANCE;2;47;46,27;Appartement;31_113
30064;5;B;AV;DU GENERAL DE GAULLE;3;58;71,61;Appartement;33_030
30065;12;;RUE;DU PORT;1;26;23,7;Appartement;35_288
30066;35;;AV;ALBERT 1ER DE BELGIQUE;2;43;41,09;Appartement;38_185
30067;4;;ALL;DES BERGES LANDAISES;5;106;106,88;Appartement;40_065
30068;433;;RUE;DE LA NIVELLE;2;46;46;Appartement;45_004
30069;11;;RUE;DE LA LIBERTE;3;58;56,6;Appartement;45_053
30070;1;;PL;ST LAURENT;1;32;31,66;Appartement;45_234
30071;9007;;RUE;DE LESTAGE;3;64;65,7;Appartement;47_052
30072;15;;RUE;LECAMPION;1;20;18,48;Appartement;50_218
30073;5;;AV;DU GENERAL SARRAIL;3;75;74,64;Appartement;51_108
30074;2;;RUE;P RICHER DE BELLEVAL;2;39;40,12;Appartement;51_108
30075;4;;RUE;CERES;7;256;282,7;Appartement;51_454
30076;1;;RUE;DE CREIL;2;48;45,75;Appartement;60_141
30077;16;;RUE;DES PIERRES;1;30;27,49;Appartement;60_175
30078;74;;BD;RICHARD LENOIR;1;22;29,2;Appartement;75_111
30079;15;;RUE;OSCAR GRINDEL;0;23;10,14;Maison;76_259
30080;14;;;RESIDENCE LA CHATAIGNERAIE;4;99;87,5;Appartement;76_758
30081;13;;RUE;ANATOLE FRANCE;3;60;60,9;Appartement;77_305
30082;6;;ALL;DU BEL AIR;4;71;67,96;Appartement;78_335
30083;66;B;RUE;CASTOR;3;61;61,52;Appartement;78_361
30084;6;;RUE;ANDRE DUMONT;1;25;23,11;Appartement;80_533
30085;89;;AV;DE LA CORNICHE;1;25;26,16;Appartement;85_226
30086;3;;RUE;SAINT EXUPERY;3;70;65;Appartement;88_516
30087;20;;RUE;DU MARECHAL JOFFRE;2;51;51,47;Appartement;88_516
30088;8;;AV;AUX MOINES;3;71;70,9;Appartement;91_338
30089;1;;RUE;DE LA STATION;3;59;54,87;Appartement;94_058
30090;7245;;;LE CLOS DE L EDEN;2;38;36,24;Appartement;04_094
30091;5028;;CHE;DE STE ANNETTE;1;25;25,35;Appartement;04_094
30092;9190;3;ALL;ALBERT BOURGES;3;66;68,23;Appartement;05_023
30093;5271;A;;CLOT PEOUILLOUX;1;17;16,9;Appartement;05_110
30094;5240;;;LES CHALPS;1;19;18,45;Appartement;05_119
30095;5337;;;LES QUEYRETS ET PEYRON;2;51;49,21;Appartement;05_133
30096;6051;;;SERRE SERRET;2;35;35,51;Appartement;05_139
30097;28;;RUE;BRICKA;1;31;26,8;Appartement;06_004
30098;7;;RUE;JEANNE;2;28;26,77;Appartement;06_083
30099;8;;AV;GENERAL DE GAULLE;1;30;29,02;Appartement;06_083
30100;21;;AV;RENE BOYLESVE;2;32;42,26;Appartement;06_088
30101;1;;AV;CHATEAUBRIAND;3;74;73,43;Appartement;06_088
30102;11;;HLM;RUE CH BAUDELAIRE;3;59;60,34;Appartement;06_088
30103;24;;IMP;LAURENTI;1;20;26;Appartement;06_088
30104;13;;RUE;ALEXIS MOSSA;2;23;22,96;Appartement;06_088
30105;6;;RUE;JOSEPH FRICERO;3;67;68,95;Appartement;06_088
30106;39;;RUE;GIOFFREDO;1;33;39,79;Appartement;06_088
30107;20;;BD;DU TZAREWITCH;2;57;55,1;Appartement;06_088
30108;1;;AV;EDEN PARK;2;51;51,18;Appartement;06_088
30109;7;;RUE;JEAN MERMOZ;4;80;80,18;Appartement;06_088
30110;9001;;IMP;DE PROVENCE;1;30;25,31;Appartement;06_104
30111;89;;RUE;LOUIS PERISSOL;4;46;56,95;Appartement;06_132
30112;5346;;;LE VILLAGE;4;88;73,34;Appartement;06_151
30113;18;;RUE;DU THEATRE;3;80;67,38;Appartement;08_105
30114;25;;AV;DES FEUILLATES;2;36;36,4;Maison;10_325
30115;12;;RUE;MITANTIER;3;61;56,8;Appartement;10_387
30116;36;;AV;AYGUADES DE PECH ROUGE;2;39;40,01;Appartement;11_170
30117;109;;RES;LE CARLTON;2;21;21,92;Appartement;11_202
30118;2;;RUE;LT COL DEYMES;1;22;21,41;Appartement;11_262
30119;1;;RUE;CALIXTE CAMELLE;2;24;24,64;Appartement;11_262
30120;9002;;RUE;DES LENTISQUES;4;83;80,3;Maison;11_262
30121;58;;AV;COROT;3;55;56,12;Appartement;13_213
30122;3;;RUE;DU PORT;2;37;33,57;Appartement;14_536
30123;9001;;VC;RES LA COTE FLEURIE;3;48;41,95;Appartement;14_754
30124;4;;RUE;FERNAULT;2;61;56,03;Appartement;18_033
30125;11;;AV;GUYNEMER;3;82;82,93;Appartement;19_272
30126;26;;RUE;DU 18 JUIN;3;57;56,65;Appartement;22_162
30127;2;;RUE;RAYMOND GADET;5;97;101,64;Appartement;23_096
30128;3;;RUE;JEAN LURCAT;4;72;73,34;Appartement;26_252
30129;68;;BD;KELLERMANN;4;67;66,78;Appartement;28_088
30130;11;;CHE;DES DEUX ROCHES;3;54;54,38;Appartement;29_239
30131;;;RES;LES COLLINES DU RICANTO;3;75;75,69;Appartement;2A_004
30132;14;;RUE;MICHEL BOZZI;1;110;100,9;Appartement;2A_004
30133;5002;;;FOCE INCESA;7;207;186,33;Maison;2A_247
30134;1;;RUE;COURBE;2;65;64,6;Maison;30_082
30135;894;;AV;DE CAMARGUE;2;29;30,22;Appartement;30_133
30136;11;;PL;BIR HAKEIM;4;88;79,4;Appartement;30_189
30137;7;;RUE;SAINTE EUGENIE;1;19;18,27;Appartement;30_189
30138;3;;RUE;DE VIELE;3;94;21,03;Maison;30_210
30139;1;;IMP;LES JARDINS OCCITANS;2;46;46,36;Appartement;31_429
30140;13;;ALL;DES VIOLETTES;3;65;63,82;Appartement;31_446
30141;96;;RUE;DE CHAUSSAS;3;51;55,39;Appartement;31_555
30142;35;B;RUE;GABRIEL PERI;3;89;85,96;Appartement;31_555
30143;39;;RUE;DE LA CONCORDE;3;57;56,52;Appartement;31_555
30144;16;B;RUE;BERTHELOT;4;58;63,33;Appartement;33_039
30145;7;;AV;THIERS;1;30;29,46;Appartement;33_063
30146;12;;RUE;SAINT ELOI;4;105;101,86;Appartement;33_063
30147;74;;AV;CHARLES DE GAULLE;2;59;58,11;Appartement;33_063
30148;286;;RUE;DU JARDIN PUBLIC;6;162;182,23;Appartement;33_063
30149;54;;RUE;DEPE CAUD;4;73;76,44;Appartement;33_063
30150;28;;RUE;ANDRE MALRAUX;4;105;107,08;Maison;33_096
30151;11;;AV;DE LA GARONNE;3;69;69,14;Appartement;33_167
30152;9205;;RES;LES PINS;2;25;31,03;Maison;33_214
30153;;;RUE;DES BATELEURS;4;83;80,19;Maison;33_273
30154;55;;RTE;DE BOURG;2;41;40,81;Appartement;33_366
30155;5;;RUE;FENELON;4;89;91,78;Appartement;33_522
30156;1;;AV;DE L ILE;1;26;26,13;Appartement;34_003
30157;6;;RUE;DE BASTIT;2;47;47,26;Appartement;34_032
30158;6;;RUE;DU BERRY;3;64;60,29;Appartement;34_032
30159;327;;CHE;DE L ILE;3;59;59,72;Appartement;34_114
30160;1;;CHE;DE L INFIRMERIE;3;35;32,68;Appartement;34_150
30161;9;;RUE;DURAND;3;86;83,83;Appartement;34_172
